,f_load,year,month,day,hour,weekday,holiday,fz,LUZ0
2015-01-01T00:00:00,7632,2015,1,1,0,3,1,0,-0.68
2015-01-01T01:00:00,7640,2015,1,1,1,3,1,1,-0.97
2015-01-01T02:00:00,7391,2015,1,1,2,3,1,2,-1.25
2015-01-01T03:00:00,7333,2015,1,1,3,3,1,2,-1.67
2015-01-01T04:00:00,7002,2015,1,1,4,3,1,2,-2.3
2015-01-01T05:00:00,7043,2015,1,1,5,3,1,1,-2.57
2015-01-01T06:00:00,6837,2015,1,1,6,3,1,2,-2.84
2015-01-01T07:00:00,6617,2015,1,1,7,3,1,2,-3.26
2015-01-01T08:00:00,6560,2015,1,1,8,3,1,2,-4.12
2015-01-01T09:00:00,6810,2015,1,1,9,3,1,1,-3.71
2015-01-01T10:00:00,6837,2015,1,1,10,3,1,1,-4.15
2015-01-01T11:00:00,6611,2015,1,1,11,3,1,2,-4.42
2015-01-01T12:00:00,7136,2015,1,1,12,3,1,1,-4.22
2015-01-01T13:00:00,7071,2015,1,1,13,3,1,2,-4.12
2015-01-01T14:00:00,7079,2015,1,1,14,3,1,1,-4.64
2015-01-01T15:00:00,7075,2015,1,1,15,3,1,2,-4.42
2015-01-01T16:00:00,7323,2015,1,1,16,3,1,1,-4.09
2015-01-01T17:00:00,7617,2015,1,1,17,3,1,1,-3.5
2015-01-01T18:00:00,7801,2015,1,1,18,3,1,1,-2.81
2015-01-01T19:00:00,7706,2015,1,1,19,3,1,2,-2.15
2015-01-01T20:00:00,7445,2015,1,1,20,3,1,2,-1.62
2015-01-01T21:00:00,7358,2015,1,1,21,3,1,2,-1.33
2015-01-01T22:00:00,7449,2015,1,1,22,3,1,1,-1.22
2015-01-01T23:00:00,7234,2015,1,1,23,3,1,2,-1.36
2015-01-02T00:00:00,7064,2015,1,2,0,4,1,2,-1.77
2015-01-02T01:00:00,7044,2015,1,2,1,4,1,2,-2.0
2015-01-02T02:00:00,7184,2015,1,2,2,4,1,1,-2.17
2015-01-02T03:00:00,7104,2015,1,2,3,4,1,2,-2.43
2015-01-02T04:00:00,6972,2015,1,2,4,4,1,2,-2.74
2015-01-02T05:00:00,6786,2015,1,2,5,4,1,2,-2.74
2015-01-02T06:00:00,6780,2015,1,2,6,4,1,2,-2.68
2015-01-02T07:00:00,6692,2015,1,2,7,4,1,2,-2.56
2015-01-02T08:00:00,6817,2015,1,2,8,4,1,1,-2.69
2015-01-02T09:00:00,7097,2015,1,2,9,4,1,1,-3.14
2015-01-02T10:00:00,7205,2015,1,2,10,4,1,1,-3.39
2015-01-02T11:00:00,7120,2015,1,2,11,4,1,2,-3.39
2015-01-02T12:00:00,7516,2015,1,2,12,4,1,1,-2.72
2015-01-02T13:00:00,7446,2015,1,2,13,4,1,2,-2.85
2015-01-02T14:00:00,7307,2015,1,2,14,4,1,2,-3.24
2015-01-02T15:00:00,7276,2015,1,2,15,4,1,2,-2.9
2015-01-02T16:00:00,7504,2015,1,2,16,4,1,1,-2.89
2015-01-02T17:00:00,8060,2015,1,2,17,4,1,1,-1.42
2015-01-02T18:00:00,8157,2015,1,2,18,4,1,1,-0.5
2015-01-02T19:00:00,7919,2015,1,2,19,4,1,2,1.21
2015-01-02T20:00:00,7545,2015,1,2,20,4,1,2,1.59
2015-01-02T21:00:00,7372,2015,1,2,21,4,1,2,1.96
2015-01-02T22:00:00,7378,2015,1,2,22,4,1,1,2.2
2015-01-02T23:00:00,7100,2015,1,2,23,4,1,2,2.2
2015-01-03T00:00:00,6934,2015,1,3,0,5,0,2,2.19
2015-01-03T01:00:00,6927,2015,1,3,1,5,0,2,2.27
2015-01-03T02:00:00,6984,2015,1,3,2,5,0,1,2.34
2015-01-03T03:00:00,6916,2015,1,3,3,5,0,2,2.25
2015-01-03T04:00:00,6750,2015,1,3,4,5,0,2,2.03
2015-01-03T05:00:00,6855,2015,1,3,5,5,0,1,2.23
2015-01-03T06:00:00,6891,2015,1,3,6,5,0,1,2.05
2015-01-03T07:00:00,6874,2015,1,3,7,5,0,2,2.14
2015-01-03T08:00:00,6967,2015,1,3,8,5,0,1,1.89
2015-01-03T09:00:00,7213,2015,1,3,9,5,0,1,1.94
2015-01-03T10:00:00,7324,2015,1,3,10,5,0,1,1.62
2015-01-03T11:00:00,7390,2015,1,3,11,5,0,1,1.82
2015-01-03T12:00:00,7517,2015,1,3,12,5,0,1,1.63
2015-01-03T13:00:00,7700,2015,1,3,13,5,0,1,1.58
2015-01-03T14:00:00,7786,2015,1,3,14,5,0,1,1.56
2015-01-03T15:00:00,7985,2015,1,3,15,5,0,1,1.68
2015-01-03T16:00:00,8029,2015,1,3,16,5,0,1,1.9
2015-01-03T17:00:00,8169,2015,1,3,17,5,0,1,1.9
2015-01-03T18:00:00,8135,2015,1,3,18,5,0,2,2.53
2015-01-03T19:00:00,7827,2015,1,3,19,5,0,2,3.04
2015-01-03T20:00:00,7370,2015,1,3,20,5,0,2,3.18
2015-01-03T21:00:00,7137,2015,1,3,21,5,0,2,3.74
2015-01-03T22:00:00,7093,2015,1,3,22,5,0,2,3.95
2015-01-03T23:00:00,6951,2015,1,3,23,5,0,2,4.99
2015-01-04T00:00:00,7047,2015,1,4,0,6,0,1,6.78
2015-01-04T01:00:00,6996,2015,1,4,1,6,0,2,7.03
2015-01-04T02:00:00,6842,2015,1,4,2,6,0,2,7.36
2015-01-04T03:00:00,6671,2015,1,4,3,6,0,2,7.97
2015-01-04T04:00:00,6533,2015,1,4,4,6,0,2,9.08
2015-01-04T05:00:00,6594,2015,1,4,5,6,0,1,9.43
2015-01-04T06:00:00,6528,2015,1,4,6,6,0,2,9.44
2015-01-04T07:00:00,6394,2015,1,4,7,6,0,2,9.35
2015-01-04T08:00:00,6684,2015,1,4,8,6,0,1,9.76
2015-01-04T09:00:00,6829,2015,1,4,9,6,0,1,9.27
2015-01-04T10:00:00,7013,2015,1,4,10,6,0,1,9.19
2015-01-04T11:00:00,7130,2015,1,4,11,6,0,1,8.76
2015-01-04T12:00:00,7166,2015,1,4,12,6,0,1,7.82
2015-01-04T13:00:00,7103,2015,1,4,13,6,0,2,7.21
2015-01-04T14:00:00,7048,2015,1,4,14,6,0,2,6.12
2015-01-04T15:00:00,7082,2015,1,4,15,6,0,1,5.27
2015-01-04T16:00:00,7474,2015,1,4,16,6,0,1,4.8
2015-01-04T17:00:00,8017,2015,1,4,17,6,0,1,4.56
2015-01-04T18:00:00,8061,2015,1,4,18,6,0,1,4.83
2015-01-04T19:00:00,7944,2015,1,4,19,6,0,2,5.38
2015-01-04T20:00:00,7633,2015,1,4,20,6,0,2,5.8
2015-01-04T21:00:00,7438,2015,1,4,21,6,0,2,5.77
2015-01-04T22:00:00,7293,2015,1,4,22,6,0,2,5.09
2015-01-04T23:00:00,7031,2015,1,4,23,6,0,2,4.22
2015-01-05T00:00:00,6982,2015,1,5,0,0,0,2,3.29
2015-01-05T01:00:00,7182,2015,1,5,1,0,0,1,2.92
2015-01-05T02:00:00,7217,2015,1,5,2,0,0,1,2.46
2015-01-05T03:00:00,7346,2015,1,5,3,0,0,1,1.63
2015-01-05T04:00:00,7256,2015,1,5,4,0,0,2,0.96
2015-01-05T05:00:00,7484,2015,1,5,5,0,0,1,0.6
2015-01-05T06:00:00,7917,2015,1,5,6,0,0,1,0.19
2015-01-05T07:00:00,8725,2015,1,5,7,0,0,1,-0.38
2015-01-05T08:00:00,9185,2015,1,5,8,0,0,1,-0.7
2015-01-05T09:00:00,9254,2015,1,5,9,0,0,1,-1.33
2015-01-05T10:00:00,9144,2015,1,5,10,0,0,2,-1.83
2015-01-05T11:00:00,9077,2015,1,5,11,0,0,2,-2.16
2015-01-05T12:00:00,8781,2015,1,5,12,0,0,2,-2.34
2015-01-05T13:00:00,8720,2015,1,5,13,0,0,2,-2.53
2015-01-05T14:00:00,8604,2015,1,5,14,0,0,2,-2.89
2015-01-05T15:00:00,8721,2015,1,5,15,0,0,1,-2.84
2015-01-05T16:00:00,8760,2015,1,5,16,0,0,1,-2.97
2015-01-05T17:00:00,9220,2015,1,5,17,0,0,1,-2.21
2015-01-05T18:00:00,9399,2015,1,5,18,0,0,1,-0.55
2015-01-05T19:00:00,9078,2015,1,5,19,0,0,2,1.02
2015-01-05T20:00:00,8631,2015,1,5,20,0,0,2,2.24
2015-01-05T21:00:00,8318,2015,1,5,21,0,0,2,3.04
2015-01-05T22:00:00,8135,2015,1,5,22,0,0,2,3.1
2015-01-05T23:00:00,7755,2015,1,5,23,0,0,2,2.23
2015-01-06T00:00:00,7537,2015,1,6,0,1,0,2,1.18
2015-01-06T01:00:00,7486,2015,1,6,1,1,0,2,0.16
2015-01-06T02:00:00,7444,2015,1,6,2,1,0,2,-0.71
2015-01-06T03:00:00,7563,2015,1,6,3,1,0,1,-1.08
2015-01-06T04:00:00,7433,2015,1,6,4,1,0,2,-1.56
2015-01-06T05:00:00,7662,2015,1,6,5,1,0,1,-1.75
2015-01-06T06:00:00,8098,2015,1,6,6,1,0,1,-2.15
2015-01-06T07:00:00,8891,2015,1,6,7,1,0,1,-2.12
2015-01-06T08:00:00,9310,2015,1,6,8,1,0,1,-2.5
2015-01-06T09:00:00,9279,2015,1,6,9,1,0,2,-2.72
2015-01-06T10:00:00,9229,2015,1,6,10,1,0,2,-2.99
2015-01-06T11:00:00,9123,2015,1,6,11,1,0,2,-3.07
2015-01-06T12:00:00,8880,2015,1,6,12,1,0,2,-3.41
2015-01-06T13:00:00,8791,2015,1,6,13,1,0,2,-3.13
2015-01-06T14:00:00,8636,2015,1,6,14,1,0,2,-3.16
2015-01-06T15:00:00,8598,2015,1,6,15,1,0,2,-2.9
2015-01-06T16:00:00,8777,2015,1,6,16,1,0,1,-3.02
2015-01-06T17:00:00,9267,2015,1,6,17,1,0,1,-2.61
2015-01-06T18:00:00,9386,2015,1,6,18,1,0,1,-0.89
2015-01-06T19:00:00,9057,2015,1,6,19,1,0,2,0.3
2015-01-06T20:00:00,8572,2015,1,6,20,1,0,2,1.33
2015-01-06T21:00:00,8311,2015,1,6,21,1,0,2,2.61
2015-01-06T22:00:00,8126,2015,1,6,22,1,0,2,2.88
2015-01-06T23:00:00,7730,2015,1,6,23,1,0,2,2.4
2015-01-07T00:00:00,7541,2015,1,7,0,2,0,2,0.91
2015-01-07T01:00:00,7509,2015,1,7,1,2,0,2,0.2
2015-01-07T02:00:00,7348,2015,1,7,2,2,0,2,-0.32
2015-01-07T03:00:00,7417,2015,1,7,3,2,0,1,-0.58
2015-01-07T04:00:00,7339,2015,1,7,4,2,0,2,-0.87
2015-01-07T05:00:00,7534,2015,1,7,5,2,0,1,-1.21
2015-01-07T06:00:00,8238,2015,1,7,6,2,0,1,-1.58
2015-01-07T07:00:00,9093,2015,1,7,7,2,0,1,-1.6
2015-01-07T08:00:00,9536,2015,1,7,8,2,0,1,-2.03
2015-01-07T09:00:00,9517,2015,1,7,9,2,0,2,-1.73
2015-01-07T10:00:00,9495,2015,1,7,10,2,0,2,-1.21
2015-01-07T11:00:00,9428,2015,1,7,11,2,0,2,-1.09
2015-01-07T12:00:00,9118,2015,1,7,12,2,0,2,-1.48
2015-01-07T13:00:00,9016,2015,1,7,13,2,0,2,-1.66
2015-01-07T14:00:00,8856,2015,1,7,14,2,0,2,-1.6
2015-01-07T15:00:00,8756,2015,1,7,15,2,0,2,-1.63
2015-01-07T16:00:00,8914,2015,1,7,16,2,0,1,-1.06
2015-01-07T17:00:00,9385,2015,1,7,17,2,0,1,0.04
2015-01-07T18:00:00,9461,2015,1,7,18,2,0,1,1.26
2015-01-07T19:00:00,9117,2015,1,7,19,2,0,2,2.5
2015-01-07T20:00:00,8620,2015,1,7,20,2,0,2,3.77
2015-01-07T21:00:00,8286,2015,1,7,21,2,0,2,4.8
2015-01-07T22:00:00,8075,2015,1,7,22,2,0,2,4.53
2015-01-07T23:00:00,7682,2015,1,7,23,2,0,2,3.48
2015-01-08T00:00:00,7563,2015,1,8,0,3,0,2,2.13
2015-01-08T01:00:00,7478,2015,1,8,1,3,0,2,1.06
2015-01-08T02:00:00,7354,2015,1,8,2,3,0,2,0.4
2015-01-08T03:00:00,7240,2015,1,8,3,3,0,2,-0.27
2015-01-08T04:00:00,7058,2015,1,8,4,3,0,2,-0.27
2015-01-08T05:00:00,7413,2015,1,8,5,3,0,1,-0.57
2015-01-08T06:00:00,8112,2015,1,8,6,3,0,1,-0.39
2015-01-08T07:00:00,9035,2015,1,8,7,3,0,1,-0.54
2015-01-08T08:00:00,9432,2015,1,8,8,3,0,1,-0.61
2015-01-08T09:00:00,9404,2015,1,8,9,3,0,2,-0.53
2015-01-08T10:00:00,9390,2015,1,8,10,3,0,2,-0.29
2015-01-08T11:00:00,9310,2015,1,8,11,3,0,2,-0.59
2015-01-08T12:00:00,8905,2015,1,8,12,3,0,2,-0.29
2015-01-08T13:00:00,8845,2015,1,8,13,3,0,2,-0.32
2015-01-08T14:00:00,8736,2015,1,8,14,3,0,2,-0.4
2015-01-08T15:00:00,8670,2015,1,8,15,3,0,2,-0.95
2015-01-08T16:00:00,8819,2015,1,8,16,3,0,1,-0.19
2015-01-08T17:00:00,9169,2015,1,8,17,3,0,1,1.14
2015-01-08T18:00:00,9224,2015,1,8,18,3,0,1,3.42
2015-01-08T19:00:00,8821,2015,1,8,19,3,0,2,5.37
2015-01-08T20:00:00,8380,2015,1,8,20,3,0,2,6.75
2015-01-08T21:00:00,8014,2015,1,8,21,3,0,2,7.6
2015-01-08T22:00:00,7785,2015,1,8,22,3,0,2,8.01
2015-01-08T23:00:00,7341,2015,1,8,23,3,0,2,7.36
2015-01-09T00:00:00,7073,2015,1,9,0,4,0,2,6.8
2015-01-09T01:00:00,6936,2015,1,9,1,4,0,2,7.09
2015-01-09T02:00:00,6845,2015,1,9,2,4,0,2,7.41
2015-01-09T03:00:00,6770,2015,1,9,3,4,0,2,7.56
2015-01-09T04:00:00,6728,2015,1,9,4,4,0,2,7.34
2015-01-09T05:00:00,7062,2015,1,9,5,4,0,1,7.08
2015-01-09T06:00:00,7832,2015,1,9,6,4,0,1,6.76
2015-01-09T07:00:00,8749,2015,1,9,7,4,0,1,6.51
2015-01-09T08:00:00,9242,2015,1,9,8,4,0,1,6.08
2015-01-09T09:00:00,9246,2015,1,9,9,4,0,1,5.94
2015-01-09T10:00:00,9301,2015,1,9,10,4,0,1,5.89
2015-01-09T11:00:00,9398,2015,1,9,11,4,0,1,5.0
2015-01-09T12:00:00,9086,2015,1,9,12,4,0,2,5.07
2015-01-09T13:00:00,9014,2015,1,9,13,4,0,2,5.03
2015-01-09T14:00:00,8929,2015,1,9,14,4,0,2,5.08
2015-01-09T15:00:00,8758,2015,1,9,15,4,0,2,4.88
2015-01-09T16:00:00,8791,2015,1,9,16,4,0,1,5.46
2015-01-09T17:00:00,9035,2015,1,9,17,4,0,1,6.23
2015-01-09T18:00:00,9003,2015,1,9,18,4,0,2,7.37
2015-01-09T19:00:00,8589,2015,1,9,19,4,0,2,7.95
2015-01-09T20:00:00,8056,2015,1,9,20,4,0,2,9.11
2015-01-09T21:00:00,7719,2015,1,9,21,4,0,2,9.41
2015-01-09T22:00:00,7598,2015,1,9,22,4,0,2,9.08
2015-01-09T23:00:00,7168,2015,1,9,23,4,0,2,9.16
2015-01-10T00:00:00,6821,2015,1,10,0,5,0,2,9.58
2015-01-10T01:00:00,6725,2015,1,10,1,5,0,2,10.02
2015-01-10T02:00:00,6661,2015,1,10,2,5,0,2,10.06
2015-01-10T03:00:00,6607,2015,1,10,3,5,0,2,10.52
2015-01-10T04:00:00,6412,2015,1,10,4,5,0,2,10.79
2015-01-10T05:00:00,6487,2015,1,10,5,5,0,1,10.62
2015-01-10T06:00:00,6617,2015,1,10,6,5,0,1,11.66
2015-01-10T07:00:00,6404,2015,1,10,7,5,0,2,12.43
2015-01-10T08:00:00,6796,2015,1,10,8,5,0,1,13.02
2015-01-10T09:00:00,7062,2015,1,10,9,5,0,1,13.06
2015-01-10T10:00:00,7116,2015,1,10,10,5,0,1,13.51
2015-01-10T11:00:00,7099,2015,1,10,11,5,0,2,13.55
2015-01-10T12:00:00,7054,2015,1,10,12,5,0,2,13.56
2015-01-10T13:00:00,7241,2015,1,10,13,5,0,1,13.87
2015-01-10T14:00:00,6985,2015,1,10,14,5,0,2,13.54
2015-01-10T15:00:00,6998,2015,1,10,15,5,0,1,12.9
2015-01-10T16:00:00,7062,2015,1,10,16,5,0,1,12.36
2015-01-10T17:00:00,7680,2015,1,10,17,5,0,1,12.74
2015-01-10T18:00:00,7900,2015,1,10,18,5,0,1,13.58
2015-01-10T19:00:00,7489,2015,1,10,19,5,0,2,14.85
2015-01-10T20:00:00,7098,2015,1,10,20,5,0,2,15.42
2015-01-10T21:00:00,6880,2015,1,10,21,5,0,2,15.63
2015-01-10T22:00:00,6868,2015,1,10,22,5,0,2,15.85
2015-01-10T23:00:00,6728,2015,1,10,23,5,0,2,15.56
2015-01-11T00:00:00,6449,2015,1,11,0,6,0,2,14.74
2015-01-11T01:00:00,6424,2015,1,11,1,6,0,2,14.28
2015-01-11T02:00:00,6470,2015,1,11,2,6,0,1,14.19
2015-01-11T03:00:00,6414,2015,1,11,3,6,0,2,13.75
2015-01-11T04:00:00,6314,2015,1,11,4,6,0,2,12.88
2015-01-11T05:00:00,6442,2015,1,11,5,6,0,1,12.39
2015-01-11T06:00:00,6449,2015,1,11,6,6,0,1,11.92
2015-01-11T07:00:00,6460,2015,1,11,7,6,0,1,11.89
2015-01-11T08:00:00,6726,2015,1,11,8,6,0,1,11.57
2015-01-11T09:00:00,7118,2015,1,11,9,6,0,1,11.58
2015-01-11T10:00:00,7230,2015,1,11,10,6,0,1,11.43
2015-01-11T11:00:00,7321,2015,1,11,11,6,0,1,11.18
2015-01-11T12:00:00,7372,2015,1,11,12,6,0,1,10.9
2015-01-11T13:00:00,7331,2015,1,11,13,6,0,2,9.38
2015-01-11T14:00:00,7213,2015,1,11,14,6,0,2,6.7
2015-01-11T15:00:00,7111,2015,1,11,15,6,0,2,4.92
2015-01-11T16:00:00,7078,2015,1,11,16,6,0,2,3.1
2015-01-11T17:00:00,7760,2015,1,11,17,6,0,1,2.82
2015-01-11T18:00:00,8066,2015,1,11,18,6,0,1,3.55
2015-01-11T19:00:00,7944,2015,1,11,19,6,0,2,4.2
2015-01-11T20:00:00,7494,2015,1,11,20,6,0,2,4.43
2015-01-11T21:00:00,7215,2015,1,11,21,6,0,2,4.85
2015-01-11T22:00:00,7204,2015,1,11,22,6,0,2,4.29
2015-01-11T23:00:00,7005,2015,1,11,23,6,0,2,4.28
2015-01-12T00:00:00,7249,2015,1,12,0,0,0,1,3.62
2015-01-12T01:00:00,7246,2015,1,12,1,0,0,2,3.16
2015-01-12T02:00:00,7185,2015,1,12,2,0,0,2,3.39
2015-01-12T03:00:00,7093,2015,1,12,3,0,0,2,3.65
2015-01-12T04:00:00,7134,2015,1,12,4,0,0,1,3.55
2015-01-12T05:00:00,7440,2015,1,12,5,0,0,1,3.75
2015-01-12T06:00:00,7988,2015,1,12,6,0,0,1,3.7
2015-01-12T07:00:00,8915,2015,1,12,7,0,0,1,3.6
2015-01-12T08:00:00,9412,2015,1,12,8,0,0,1,2.79
2015-01-12T09:00:00,9401,2015,1,12,9,0,0,2,2.51
2015-01-12T10:00:00,9352,2015,1,12,10,0,0,2,2.35
2015-01-12T11:00:00,9347,2015,1,12,11,0,0,2,2.17
2015-01-12T12:00:00,8927,2015,1,12,12,0,0,2,1.66
2015-01-12T13:00:00,8947,2015,1,12,13,0,0,1,1.56
2015-01-12T14:00:00,8829,2015,1,12,14,0,0,2,1.5
2015-01-12T15:00:00,8775,2015,1,12,15,0,0,2,1.17
2015-01-12T16:00:00,8847,2015,1,12,16,0,0,1,1.26
2015-01-12T17:00:00,9207,2015,1,12,17,0,0,1,1.91
2015-01-12T18:00:00,9373,2015,1,12,18,0,0,1,2.87
2015-01-12T19:00:00,9006,2015,1,12,19,0,0,2,3.7
2015-01-12T20:00:00,8476,2015,1,12,20,0,0,2,4.64
2015-01-12T21:00:00,8179,2015,1,12,21,0,0,2,5.35
2015-01-12T22:00:00,7939,2015,1,12,22,0,0,2,5.54
2015-01-12T23:00:00,7525,2015,1,12,23,0,0,2,5.39
2015-01-13T00:00:00,7368,2015,1,13,0,1,0,2,4.84
2015-01-13T01:00:00,7296,2015,1,13,1,1,0,2,3.26
2015-01-13T02:00:00,7215,2015,1,13,2,1,0,2,2.2
2015-01-13T03:00:00,7133,2015,1,13,3,1,0,2,1.27
2015-01-13T04:00:00,7114,2015,1,13,4,1,0,2,0.82
2015-01-13T05:00:00,7338,2015,1,13,5,1,0,1,0.38
2015-01-13T06:00:00,8158,2015,1,13,6,1,0,1,0.4
2015-01-13T07:00:00,9102,2015,1,13,7,1,0,1,-0.03
2015-01-13T08:00:00,9482,2015,1,13,8,1,0,1,-0.36
2015-01-13T09:00:00,9392,2015,1,13,9,1,0,2,-0.59
2015-01-13T10:00:00,9315,2015,1,13,10,1,0,2,-1.17
2015-01-13T11:00:00,9218,2015,1,13,11,1,0,2,-0.95
2015-01-13T12:00:00,8733,2015,1,13,12,1,0,2,-1.6
2015-01-13T13:00:00,8675,2015,1,13,13,1,0,2,-1.62
2015-01-13T14:00:00,8547,2015,1,13,14,1,0,2,-1.69
2015-01-13T15:00:00,8475,2015,1,13,15,1,0,2,-1.65
2015-01-13T16:00:00,8568,2015,1,13,16,1,0,1,-1.52
2015-01-13T17:00:00,8969,2015,1,13,17,1,0,1,0.17
2015-01-13T18:00:00,9162,2015,1,13,18,1,0,1,3.14
2015-01-13T19:00:00,8721,2015,1,13,19,1,0,2,5.38
2015-01-13T20:00:00,8230,2015,1,13,20,1,0,2,8.22
2015-01-13T21:00:00,7941,2015,1,13,21,1,0,2,9.27
2015-01-13T22:00:00,7689,2015,1,13,22,1,0,2,9.18
2015-01-13T23:00:00,7176,2015,1,13,23,1,0,2,8.77
2015-01-14T00:00:00,6930,2015,1,14,0,2,0,2,6.93
2015-01-14T01:00:00,6786,2015,1,14,1,2,0,2,6.11
2015-01-14T02:00:00,6732,2015,1,14,2,2,0,2,5.13
2015-01-14T03:00:00,6698,2015,1,14,3,2,0,2,5.11
2015-01-14T04:00:00,6564,2015,1,14,4,2,0,2,4.23
2015-01-14T05:00:00,6979,2015,1,14,5,2,0,1,3.62
2015-01-14T06:00:00,7783,2015,1,14,6,2,0,1,3.67
2015-01-14T07:00:00,8763,2015,1,14,7,2,0,1,3.72
2015-01-14T08:00:00,9302,2015,1,14,8,2,0,1,5.18
2015-01-14T09:00:00,9401,2015,1,14,9,2,0,1,5.47
2015-01-14T10:00:00,9585,2015,1,14,10,2,0,1,4.65
2015-01-14T11:00:00,9676,2015,1,14,11,2,0,1,6.35
2015-01-14T12:00:00,9266,2015,1,14,12,2,0,2,6.12
2015-01-14T13:00:00,9211,2015,1,14,13,2,0,2,6.27
2015-01-14T14:00:00,9114,2015,1,14,14,2,0,2,6.42
2015-01-14T15:00:00,8995,2015,1,14,15,2,0,2,6.64
2015-01-14T16:00:00,8988,2015,1,14,16,2,0,2,5.94
2015-01-14T17:00:00,9250,2015,1,14,17,2,0,1,6.17
2015-01-14T18:00:00,9302,2015,1,14,18,2,0,1,5.85
2015-01-14T19:00:00,8888,2015,1,14,19,2,0,2,5.46
2015-01-14T20:00:00,8378,2015,1,14,20,2,0,2,6.27
2015-01-14T21:00:00,8103,2015,1,14,21,2,0,2,6.71
2015-01-14T22:00:00,7862,2015,1,14,22,2,0,2,6.55
2015-01-14T23:00:00,7507,2015,1,14,23,2,0,2,7.2
2015-01-15T00:00:00,7332,2015,1,15,0,3,0,2,6.9
2015-01-15T01:00:00,7257,2015,1,15,1,3,0,2,6.32
2015-01-15T02:00:00,7322,2015,1,15,2,3,0,1,6.11
2015-01-15T03:00:00,7297,2015,1,15,3,3,0,2,5.2
2015-01-15T04:00:00,7035,2015,1,15,4,3,0,2,4.01
2015-01-15T05:00:00,7254,2015,1,15,5,3,0,1,3.03
2015-01-15T06:00:00,8062,2015,1,15,6,3,0,1,2.45
2015-01-15T07:00:00,9004,2015,1,15,7,3,0,1,1.8
2015-01-15T08:00:00,9399,2015,1,15,8,3,0,1,1.53
2015-01-15T09:00:00,9303,2015,1,15,9,3,0,2,1.12
2015-01-15T10:00:00,9292,2015,1,15,10,3,0,2,0.95
2015-01-15T11:00:00,9324,2015,1,15,11,3,0,1,1.19
2015-01-15T12:00:00,8913,2015,1,15,12,3,0,2,1.28
2015-01-15T13:00:00,8895,2015,1,15,13,3,0,2,1.6
2015-01-15T14:00:00,8740,2015,1,15,14,3,0,2,1.64
2015-01-15T15:00:00,8565,2015,1,15,15,3,0,2,1.91
2015-01-15T16:00:00,8607,2015,1,15,16,3,0,1,2.03
2015-01-15T17:00:00,9045,2015,1,15,17,3,0,1,3.18
2015-01-15T18:00:00,9211,2015,1,15,18,3,0,1,5.12
2015-01-15T19:00:00,8845,2015,1,15,19,3,0,2,6.55
2015-01-15T20:00:00,8383,2015,1,15,20,3,0,2,7.25
2015-01-15T21:00:00,8074,2015,1,15,21,3,0,2,8.15
2015-01-15T22:00:00,7813,2015,1,15,22,3,0,2,8.87
2015-01-15T23:00:00,7349,2015,1,15,23,3,0,2,8.47
2015-01-16T00:00:00,7196,2015,1,16,0,4,0,2,6.78
2015-01-16T01:00:00,7130,2015,1,16,1,4,0,2,5.31
2015-01-16T02:00:00,7076,2015,1,16,2,4,0,2,4.2
2015-01-16T03:00:00,7008,2015,1,16,3,4,0,2,4.04
2015-01-16T04:00:00,6770,2015,1,16,4,4,0,2,3.99
2015-01-16T05:00:00,7109,2015,1,16,5,4,0,1,3.52
2015-01-16T06:00:00,7887,2015,1,16,6,4,0,1,3.38
2015-01-16T07:00:00,8811,2015,1,16,7,4,0,1,2.84
2015-01-16T08:00:00,9303,2015,1,16,8,4,0,1,2.31
2015-01-16T09:00:00,9327,2015,1,16,9,4,0,1,2.42
2015-01-16T10:00:00,9374,2015,1,16,10,4,0,1,2.49
2015-01-16T11:00:00,9293,2015,1,16,11,4,0,2,2.75
2015-01-16T12:00:00,9026,2015,1,16,12,4,0,2,2.97
2015-01-16T13:00:00,9044,2015,1,16,13,4,0,1,2.93
2015-01-16T14:00:00,8904,2015,1,16,14,4,0,2,2.43
2015-01-16T15:00:00,8757,2015,1,16,15,4,0,2,2.45
2015-01-16T16:00:00,8715,2015,1,16,16,4,0,2,2.47
2015-01-16T17:00:00,9033,2015,1,16,17,4,0,1,3.5
2015-01-16T18:00:00,9069,2015,1,16,18,4,0,1,5.58
2015-01-16T19:00:00,8672,2015,1,16,19,4,0,2,6.79
2015-01-16T20:00:00,8222,2015,1,16,20,4,0,2,7.55
2015-01-16T21:00:00,7912,2015,1,16,21,4,0,2,7.88
2015-01-16T22:00:00,7798,2015,1,16,22,4,0,2,7.71
2015-01-16T23:00:00,7488,2015,1,16,23,4,0,2,7.27
2015-01-17T00:00:00,7305,2015,1,17,0,5,0,2,6.81
2015-01-17T01:00:00,7243,2015,1,17,1,5,0,2,6.65
2015-01-17T02:00:00,7122,2015,1,17,2,5,0,2,6.48
2015-01-17T03:00:00,7273,2015,1,17,3,5,0,1,5.77
2015-01-17T04:00:00,7161,2015,1,17,4,5,0,2,5.63
2015-01-17T05:00:00,7092,2015,1,17,5,5,0,2,5.34
2015-01-17T06:00:00,7004,2015,1,17,6,5,0,2,4.86
2015-01-17T07:00:00,6908,2015,1,17,7,5,0,2,4.25
2015-01-17T08:00:00,7415,2015,1,17,8,5,0,1,3.77
2015-01-17T09:00:00,7817,2015,1,17,9,5,0,1,3.4
2015-01-17T10:00:00,8026,2015,1,17,10,5,0,1,2.97
