,f_load,year,month,day,hour,weekday,holiday,fz,LUZ0
2015-08-11T16:00:00,6332,2015,8,11,16,1,0,2,21.4
2015-08-11T17:00:00,6259,2015,8,11,17,1,0,2,23.01
2015-08-11T18:00:00,6008,2015,8,11,18,1,0,2,24.13
2015-08-11T19:00:00,5822,2015,8,11,19,1,0,2,25.28
2015-08-11T20:00:00,6003,2015,8,11,20,1,0,1,26.34
2015-08-11T21:00:00,5761,2015,8,11,21,1,0,2,27.14
2015-08-11T22:00:00,5805,2015,8,11,22,1,0,1,27.82
2015-08-11T23:00:00,5494,2015,8,11,23,1,0,2,28.02
2015-08-12T00:00:00,5373,2015,8,12,0,2,0,2,28.1
2015-08-12T01:00:00,5273,2015,8,12,1,2,0,2,27.7
2015-08-12T02:00:00,5275,2015,8,12,2,2,0,1,26.48
2015-08-12T03:00:00,5050,2015,8,12,3,2,0,2,24.52
2015-08-12T04:00:00,5208,2015,8,12,4,2,0,1,23.13
2015-08-12T05:00:00,5619,2015,8,12,5,2,0,1,22.26
2015-08-12T06:00:00,6334,2015,8,12,6,2,0,1,21.82
2015-08-12T07:00:00,6776,2015,8,12,7,2,0,1,21.12
2015-08-12T08:00:00,6960,2015,8,12,8,2,0,1,20.42
2015-08-12T09:00:00,7224,2015,8,12,9,2,0,1,19.91
2015-08-12T10:00:00,7435,2015,8,12,10,2,0,1,19.33
2015-08-12T11:00:00,7118,2015,8,12,11,2,0,2,18.78
2015-08-12T12:00:00,7183,2015,8,12,12,2,0,1,18.58
2015-08-12T13:00:00,7130,2015,8,12,13,2,0,2,18.36
2015-08-12T14:00:00,7054,2015,8,12,14,2,0,2,19.57
2015-08-12T15:00:00,6928,2015,8,12,15,2,0,2,21.91
2015-08-12T16:00:00,6758,2015,8,12,16,2,0,2,23.8
2015-08-12T17:00:00,6673,2015,8,12,17,2,0,2,25.37
2015-08-12T18:00:00,6432,2015,8,12,18,2,0,2,26.74
2015-08-12T19:00:00,6224,2015,8,12,19,2,0,2,27.95
2015-08-12T20:00:00,6392,2015,8,12,20,2,0,1,29.1
2015-08-12T21:00:00,6166,2015,8,12,21,2,0,2,29.97
2015-08-12T22:00:00,5961,2015,8,12,22,2,0,2,30.53
2015-08-12T23:00:00,5616,2015,8,12,23,2,0,2,30.6
2015-08-13T00:00:00,5447,2015,8,13,0,3,0,2,30.1
2015-08-13T01:00:00,5323,2015,8,13,1,3,0,2,29.57
2015-08-13T02:00:00,5271,2015,8,13,2,3,0,2,27.69
2015-08-13T03:00:00,5147,2015,8,13,3,3,0,2,25.15
2015-08-13T04:00:00,5330,2015,8,13,4,3,0,1,23.58
2015-08-13T05:00:00,5693,2015,8,13,5,3,0,1,22.56
2015-08-13T06:00:00,6401,2015,8,13,6,3,0,1,21.74
2015-08-13T07:00:00,6874,2015,8,13,7,3,0,1,20.98
2015-08-13T08:00:00,7124,2015,8,13,8,3,0,1,20.11
2015-08-13T09:00:00,7349,2015,8,13,9,3,0,1,19.54
2015-08-13T10:00:00,7552,2015,8,13,10,3,0,1,18.91
2015-08-13T11:00:00,7188,2015,8,13,11,3,0,2,18.19
2015-08-13T12:00:00,7244,2015,8,13,12,3,0,1,17.66
2015-08-13T13:00:00,7223,2015,8,13,13,3,0,2,17.69
2015-08-13T14:00:00,7159,2015,8,13,14,3,0,2,18.94
2015-08-13T15:00:00,7012,2015,8,13,15,3,0,2,21.75
2015-08-13T16:00:00,6868,2015,8,13,16,3,0,2,23.98
2015-08-13T17:00:00,6806,2015,8,13,17,3,0,2,25.76
2015-08-13T18:00:00,6618,2015,8,13,18,3,0,2,27.69
2015-08-13T19:00:00,6391,2015,8,13,19,3,0,2,28.81
2015-08-13T20:00:00,6316,2015,8,13,20,3,0,2,30.13
2015-08-13T21:00:00,6069,2015,8,13,21,3,0,2,30.67
2015-08-13T22:00:00,5871,2015,8,13,22,3,0,2,31.03
2015-08-13T23:00:00,4955,2015,8,13,23,3,0,2,31.25
2015-08-14T00:00:00,4973,2015,8,14,0,4,0,1,31.1
2015-08-14T01:00:00,4792,2015,8,14,1,4,0,2,29.71
2015-08-14T02:00:00,4716,2015,8,14,2,4,0,2,25.58
2015-08-14T03:00:00,4511,2015,8,14,3,4,0,2,22.55
2015-08-14T04:00:00,4781,2015,8,14,4,4,0,1,21.95
2015-08-14T05:00:00,5281,2015,8,14,5,4,0,1,21.14
2015-08-14T06:00:00,5622,2015,8,14,6,4,0,1,20.6
2015-08-14T07:00:00,6013,2015,8,14,7,4,0,1,20.19
2015-08-14T08:00:00,6175,2015,8,14,8,4,0,1,19.67
2015-08-14T09:00:00,6422,2015,8,14,9,4,0,1,19.63
2015-08-14T10:00:00,6642,2015,8,14,10,4,0,1,19.25
2015-08-14T11:00:00,6285,2015,8,14,11,4,0,2,18.75
2015-08-14T12:00:00,6379,2015,8,14,12,4,0,1,18.68
2015-08-14T13:00:00,6399,2015,8,14,13,4,0,1,18.58
2015-08-14T14:00:00,6259,2015,8,14,14,4,0,2,18.78
2015-08-14T15:00:00,6073,2015,8,14,15,4,0,2,19.54
2015-08-14T16:00:00,5736,2015,8,14,16,4,0,2,20.09
2015-08-14T17:00:00,5626,2015,8,14,17,4,0,2,19.73
2015-08-14T18:00:00,5377,2015,8,14,18,4,0,2,20.24
2015-08-14T19:00:00,5200,2015,8,14,19,4,0,2,21.17
2015-08-14T20:00:00,5213,2015,8,14,20,4,0,1,21.87
2015-08-14T21:00:00,5067,2015,8,14,21,4,0,2,21.98
2015-08-14T22:00:00,4865,2015,8,14,22,4,0,2,22.01
2015-08-14T23:00:00,4521,2015,8,14,23,4,0,2,21.13
2015-08-15T00:00:00,4336,2015,8,15,0,5,0,2,19.43
2015-08-15T01:00:00,4148,2015,8,15,1,5,0,2,18.44
2015-08-15T02:00:00,4141,2015,8,15,2,5,0,2,18.1
2015-08-15T03:00:00,3995,2015,8,15,3,5,0,2,17.64
2015-08-15T04:00:00,4140,2015,8,15,4,5,0,1,17.45
2015-08-15T05:00:00,4090,2015,8,15,5,5,0,2,17.24
2015-08-15T06:00:00,4088,2015,8,15,6,5,0,2,17.17
2015-08-15T07:00:00,4315,2015,8,15,7,5,0,1,16.96
2015-08-15T08:00:00,5487,2015,8,15,8,5,0,1,16.79
2015-08-15T09:00:00,4649,2015,8,15,9,5,0,2,16.67
2015-08-15T10:00:00,4839,2015,8,15,10,5,0,1,16.41
2015-08-15T11:00:00,4833,2015,8,15,11,5,0,2,16.58
2015-08-15T12:00:00,4874,2015,8,15,12,5,0,1,16.64
2015-08-15T13:00:00,4900,2015,8,15,13,5,0,1,16.78
2015-08-15T14:00:00,4902,2015,8,15,14,5,0,1,16.82
2015-08-15T15:00:00,4637,2015,8,15,15,5,0,2,17.02
2015-08-15T16:00:00,4426,2015,8,15,16,5,0,2,17.04
2015-08-15T17:00:00,4448,2015,8,15,17,5,0,1,16.86
2015-08-15T18:00:00,4363,2015,8,15,18,5,0,2,16.98
2015-08-15T19:00:00,4302,2015,8,15,19,5,0,2,16.99
2015-08-15T20:00:00,4340,2015,8,15,20,5,0,1,16.6
2015-08-15T21:00:00,4206,2015,8,15,21,5,0,2,16.49
2015-08-15T22:00:00,4611,2015,8,15,22,5,0,1,16.51
2015-08-15T23:00:00,4334,2015,8,15,23,5,0,2,16.56
2015-08-16T00:00:00,5330,2015,8,16,0,6,0,1,16.42
2015-08-16T01:00:00,4268,2015,8,16,1,6,0,2,15.92
2015-08-16T02:00:00,4422,2015,8,16,2,6,0,1,15.6
2015-08-16T03:00:00,4269,2015,8,16,3,6,0,2,15.16
2015-08-16T04:00:00,4226,2015,8,16,4,6,0,2,15.0
2015-08-16T05:00:00,4273,2015,8,16,5,6,0,1,14.68
2015-08-16T06:00:00,4328,2015,8,16,6,6,0,1,14.25
2015-08-16T07:00:00,4414,2015,8,16,7,6,0,1,14.1
2015-08-16T08:00:00,4452,2015,8,16,8,6,0,1,13.98
2015-08-16T09:00:00,4369,2015,8,16,9,6,0,2,13.99
2015-08-16T10:00:00,4512,2015,8,16,10,6,0,1,13.88
2015-08-16T11:00:00,4494,2015,8,16,11,6,0,2,13.97
2015-08-16T12:00:00,4574,2015,8,16,12,6,0,1,13.96
2015-08-16T13:00:00,4704,2015,8,16,13,6,0,1,13.96
2015-08-16T14:00:00,4762,2015,8,16,14,6,0,1,13.86
2015-08-16T15:00:00,4887,2015,8,16,15,6,0,1,14.09
2015-08-16T16:00:00,4811,2015,8,16,16,6,0,2,14.41
2015-08-16T17:00:00,4740,2015,8,16,17,6,0,2,15.07
2015-08-16T18:00:00,4593,2015,8,16,18,6,0,2,15.46
2015-08-16T19:00:00,4764,2015,8,16,19,6,0,1,16.15
2015-08-16T20:00:00,4926,2015,8,16,20,6,0,1,16.52
2015-08-16T21:00:00,4723,2015,8,16,21,6,0,2,16.99
2015-08-16T22:00:00,5321,2015,8,16,22,6,0,1,17.05
2015-08-16T23:00:00,4961,2015,8,16,23,6,0,2,16.98
2015-08-17T00:00:00,4941,2015,8,17,0,0,0,2,16.8
2015-08-17T01:00:00,4883,2015,8,17,1,0,0,2,16.56
2015-08-17T02:00:00,4787,2015,8,17,2,0,0,2,16.22
2015-08-17T03:00:00,4622,2015,8,17,3,0,0,2,15.73
2015-08-17T04:00:00,4956,2015,8,17,4,0,0,1,15.36
2015-08-17T05:00:00,5417,2015,8,17,5,0,0,1,15.22
2015-08-17T06:00:00,6085,2015,8,17,6,0,0,1,14.97
2015-08-17T07:00:00,6590,2015,8,17,7,0,0,1,14.77
2015-08-17T08:00:00,6744,2015,8,17,8,0,0,1,14.66
2015-08-17T09:00:00,6863,2015,8,17,9,0,0,1,14.55
2015-08-17T10:00:00,7043,2015,8,17,10,0,0,1,14.35
2015-08-17T11:00:00,6597,2015,8,17,11,0,0,2,14.11
2015-08-17T12:00:00,6655,2015,8,17,12,0,0,1,13.97
2015-08-17T13:00:00,6581,2015,8,17,13,0,0,2,14.01
2015-08-17T14:00:00,6479,2015,8,17,14,0,0,2,14.1
2015-08-17T15:00:00,6405,2015,8,17,15,0,0,2,14.9
2015-08-17T16:00:00,6230,2015,8,17,16,0,0,2,16.25
2015-08-17T17:00:00,6232,2015,8,17,17,0,0,1,16.96
2015-08-17T18:00:00,6072,2015,8,17,18,0,0,2,17.88
2015-08-17T19:00:00,5888,2015,8,17,19,0,0,2,18.89
2015-08-17T20:00:00,5881,2015,8,17,20,0,0,2,19.44
2015-08-17T21:00:00,5608,2015,8,17,21,0,0,2,19.33
2015-08-17T22:00:00,5711,2015,8,17,22,0,0,1,19.3
2015-08-17T23:00:00,5491,2015,8,17,23,0,0,2,18.97
2015-08-18T00:00:00,5617,2015,8,18,0,1,0,1,18.53
2015-08-18T01:00:00,5547,2015,8,18,1,1,0,2,17.76
2015-08-18T02:00:00,5381,2015,8,18,2,1,0,2,16.88
2015-08-18T03:00:00,5151,2015,8,18,3,1,0,2,16.07
2015-08-18T04:00:00,5378,2015,8,18,4,1,0,1,15.82
2015-08-18T05:00:00,5685,2015,8,18,5,1,0,1,15.26
2015-08-18T06:00:00,6358,2015,8,18,6,1,0,1,14.88
2015-08-18T07:00:00,6814,2015,8,18,7,1,0,1,14.33
2015-08-18T08:00:00,6918,2015,8,18,8,1,0,1,13.62
2015-08-18T09:00:00,7080,2015,8,18,9,1,0,1,13.54
2015-08-18T10:00:00,7341,2015,8,18,10,1,0,1,13.12
2015-08-18T11:00:00,6826,2015,8,18,11,1,0,2,12.73
2015-08-18T12:00:00,6878,2015,8,18,12,1,0,1,12.93
2015-08-18T13:00:00,6808,2015,8,18,13,1,0,2,12.77
2015-08-18T14:00:00,6719,2015,8,18,14,1,0,2,13.49
2015-08-18T15:00:00,6601,2015,8,18,15,1,0,2,14.66
2015-08-18T16:00:00,6456,2015,8,18,16,1,0,2,15.79
2015-08-18T17:00:00,6458,2015,8,18,17,1,0,1,17.07
2015-08-18T18:00:00,6279,2015,8,18,18,1,0,2,18.01
2015-08-18T19:00:00,6199,2015,8,18,19,1,0,2,18.84
2015-08-18T20:00:00,6155,2015,8,18,20,1,0,2,19.38
2015-08-18T21:00:00,5873,2015,8,18,21,1,0,2,19.41
2015-08-18T22:00:00,5551,2015,8,18,22,1,0,2,19.62
2015-08-18T23:00:00,5223,2015,8,18,23,1,0,2,19.03
2015-08-19T00:00:00,5416,2015,8,19,0,2,0,1,18.11
2015-08-19T01:00:00,5379,2015,8,19,1,2,0,2,17.4
2015-08-19T02:00:00,5183,2015,8,19,2,2,0,2,16.53
2015-08-19T03:00:00,5000,2015,8,19,3,2,0,2,15.95
2015-08-19T04:00:00,5291,2015,8,19,4,2,0,1,15.67
2015-08-19T05:00:00,5693,2015,8,19,5,2,0,1,15.35
2015-08-19T06:00:00,6356,2015,8,19,6,2,0,1,15.0
2015-08-19T07:00:00,6824,2015,8,19,7,2,0,1,14.73
2015-08-19T08:00:00,6946,2015,8,19,8,2,0,1,14.45
2015-08-19T09:00:00,7127,2015,8,19,9,2,0,1,14.15
2015-08-19T10:00:00,7355,2015,8,19,10,2,0,1,13.92
2015-08-19T11:00:00,6876,2015,8,19,11,2,0,2,13.79
2015-08-19T12:00:00,6867,2015,8,19,12,2,0,2,13.61
2015-08-19T13:00:00,6769,2015,8,19,13,2,0,2,13.48
2015-08-19T14:00:00,6587,2015,8,19,14,2,0,2,13.46
2015-08-19T15:00:00,6450,2015,8,19,15,2,0,2,13.44
2015-08-19T16:00:00,6274,2015,8,19,16,2,0,2,13.54
2015-08-19T17:00:00,6216,2015,8,19,17,2,0,2,13.61
2015-08-19T18:00:00,6011,2015,8,19,18,2,0,2,14.07
2015-08-19T19:00:00,5950,2015,8,19,19,2,0,2,14.37
2015-08-19T20:00:00,5963,2015,8,19,20,2,0,1,14.76
2015-08-19T21:00:00,5709,2015,8,19,21,2,0,2,15.24
2015-08-19T22:00:00,6056,2015,8,19,22,2,0,1,15.51
2015-08-19T23:00:00,5723,2015,8,19,23,2,0,2,15.63
2015-08-20T00:00:00,5640,2015,8,20,0,3,0,2,15.58
2015-08-20T01:00:00,5661,2015,8,20,1,3,0,1,15.48
2015-08-20T02:00:00,5562,2015,8,20,2,3,0,2,15.08
2015-08-20T03:00:00,5159,2015,8,20,3,3,0,2,14.48
2015-08-20T04:00:00,5514,2015,8,20,4,3,0,1,14.28
2015-08-20T05:00:00,5801,2015,8,20,5,3,0,1,14.05
2015-08-20T06:00:00,6476,2015,8,20,6,3,0,1,13.68
2015-08-20T07:00:00,6883,2015,8,20,7,3,0,1,13.37
2015-08-20T08:00:00,6938,2015,8,20,8,3,0,1,13.01
2015-08-20T09:00:00,7097,2015,8,20,9,3,0,1,12.56
2015-08-20T10:00:00,7284,2015,8,20,10,3,0,1,11.79
2015-08-20T11:00:00,6873,2015,8,20,11,3,0,2,11.43
2015-08-20T12:00:00,6943,2015,8,20,12,3,0,1,11.48
2015-08-20T13:00:00,7043,2015,8,20,13,3,0,1,11.31
2015-08-20T14:00:00,6921,2015,8,20,14,3,0,2,12.01
2015-08-20T15:00:00,6531,2015,8,20,15,3,0,2,13.58
2015-08-20T16:00:00,6352,2015,8,20,16,3,0,2,15.1
2015-08-20T17:00:00,6354,2015,8,20,17,3,0,1,16.59
2015-08-20T18:00:00,6201,2015,8,20,18,3,0,2,18.08
2015-08-20T19:00:00,6133,2015,8,20,19,3,0,2,19.45
2015-08-20T20:00:00,6252,2015,8,20,20,3,0,1,20.43
2015-08-20T21:00:00,6268,2015,8,20,21,3,0,1,20.98
2015-08-20T22:00:00,5928,2015,8,20,22,3,0,2,21.1
2015-08-20T23:00:00,5239,2015,8,20,23,3,0,2,21.52
2015-08-21T00:00:00,5154,2015,8,21,0,4,0,2,21.43
2015-08-21T01:00:00,5106,2015,8,21,1,4,0,2,20.53
2015-08-21T02:00:00,5010,2015,8,21,2,4,0,2,19.01
2015-08-21T03:00:00,4825,2015,8,21,3,4,0,2,17.02
2015-08-21T04:00:00,5171,2015,8,21,4,4,0,1,16.06
2015-08-21T05:00:00,5364,2015,8,21,5,4,0,1,15.24
2015-08-21T06:00:00,5936,2015,8,21,6,4,0,1,14.39
2015-08-21T07:00:00,6373,2015,8,21,7,4,0,1,14.05
2015-08-21T08:00:00,6507,2015,8,21,8,4,0,1,13.37
2015-08-21T09:00:00,6698,2015,8,21,9,4,0,1,12.99
2015-08-21T10:00:00,6860,2015,8,21,10,4,0,1,12.33
2015-08-21T11:00:00,6779,2015,8,21,11,4,0,2,12.24
2015-08-21T12:00:00,6824,2015,8,21,12,4,0,1,11.97
2015-08-21T13:00:00,6841,2015,8,21,13,4,0,1,11.48
2015-08-21T14:00:00,6747,2015,8,21,14,4,0,2,12.28
2015-08-21T15:00:00,6488,2015,8,21,15,4,0,2,14.85
2015-08-21T16:00:00,5926,2015,8,21,16,4,0,2,16.92
2015-08-21T17:00:00,5935,2015,8,21,17,4,0,1,18.71
2015-08-21T18:00:00,5783,2015,8,21,18,4,0,2,20.21
2015-08-21T19:00:00,5588,2015,8,21,19,4,0,2,21.5
2015-08-21T20:00:00,5564,2015,8,21,20,4,0,2,22.53
2015-08-21T21:00:00,5508,2015,8,21,21,4,0,2,23.18
2015-08-21T22:00:00,5235,2015,8,21,22,4,0,2,23.46
2015-08-21T23:00:00,4847,2015,8,21,23,4,0,2,23.76
2015-08-22T00:00:00,4650,2015,8,22,0,5,0,2,23.38
2015-08-22T01:00:00,4576,2015,8,22,1,5,0,2,22.69
2015-08-22T02:00:00,4517,2015,8,22,2,5,0,2,20.79
2015-08-22T03:00:00,4268,2015,8,22,3,5,0,2,18.58
2015-08-22T04:00:00,4319,2015,8,22,4,5,0,1,17.16
2015-08-22T05:00:00,4459,2015,8,22,5,5,0,1,16.16
2015-08-22T06:00:00,4463,2015,8,22,6,5,0,1,15.27
2015-08-22T07:00:00,4840,2015,8,22,7,5,0,1,14.37
2015-08-22T08:00:00,5096,2015,8,22,8,5,0,1,13.71
2015-08-22T09:00:00,5229,2015,8,22,9,5,0,1,13.08
2015-08-22T10:00:00,5287,2015,8,22,10,5,0,1,12.67
2015-08-22T11:00:00,5404,2015,8,22,11,5,0,1,12.11
2015-08-22T12:00:00,5407,2015,8,22,12,5,0,1,11.86
2015-08-22T13:00:00,5257,2015,8,22,13,5,0,2,11.56
2015-08-22T14:00:00,5154,2015,8,22,14,5,0,2,12.72
2015-08-22T15:00:00,5100,2015,8,22,15,5,0,2,15.68
2015-08-22T16:00:00,5123,2015,8,22,16,5,0,1,17.64
2015-08-22T17:00:00,5005,2015,8,22,17,5,0,2,19.47
2015-08-22T18:00:00,4926,2015,8,22,18,5,0,2,20.86
2015-08-22T19:00:00,4952,2015,8,22,19,5,0,1,22.18
2015-08-22T20:00:00,5035,2015,8,22,20,5,0,1,23.33
2015-08-22T21:00:00,4931,2015,8,22,21,5,0,2,24.14
2015-08-22T22:00:00,5357,2015,8,22,22,5,0,1,24.56
2015-08-22T23:00:00,5157,2015,8,22,23,5,0,2,24.76
2015-08-23T00:00:00,5292,2015,8,23,0,6,0,1,24.58
2015-08-23T01:00:00,5143,2015,8,23,1,6,0,2,23.58
2015-08-23T02:00:00,4981,2015,8,23,2,6,0,2,21.88
2015-08-23T03:00:00,4739,2015,8,23,3,6,0,2,19.62
2015-08-23T04:00:00,4703,2015,8,23,4,6,0,2,17.98
2015-08-23T05:00:00,4617,2015,8,23,5,6,0,2,17.03
2015-08-23T06:00:00,4696,2015,8,23,6,6,0,1,16.31
2015-08-23T07:00:00,5059,2015,8,23,7,6,0,1,15.53
2015-08-23T08:00:00,5324,2015,8,23,8,6,0,1,14.79
2015-08-23T09:00:00,5511,2015,8,23,9,6,0,1,14.45
2015-08-23T10:00:00,5775,2015,8,23,10,6,0,1,14.1
2015-08-23T11:00:00,5735,2015,8,23,11,6,0,2,13.81
2015-08-23T12:00:00,5676,2015,8,23,12,6,0,2,13.35
2015-08-23T13:00:00,5524,2015,8,23,13,6,0,2,13.2
2015-08-23T14:00:00,5486,2015,8,23,14,6,0,2,14.35
2015-08-23T15:00:00,5585,2015,8,23,15,6,0,1,16.77
2015-08-23T16:00:00,5822,2015,8,23,16,6,0,1,19.22
2015-08-23T17:00:00,6051,2015,8,23,17,6,0,1,20.76
2015-08-23T18:00:00,5935,2015,8,23,18,6,0,2,21.16
2015-08-23T19:00:00,5650,2015,8,23,19,6,0,2,21.43
2015-08-23T20:00:00,5505,2015,8,23,20,6,0,2,21.33
2015-08-23T21:00:00,5384,2015,8,23,21,6,0,2,21.98
2015-08-23T22:00:00,5479,2015,8,23,22,6,0,1,21.74
2015-08-23T23:00:00,5225,2015,8,23,23,6,0,2,20.81
2015-08-24T00:00:00,5158,2015,8,24,0,0,0,2,19.79
2015-08-24T01:00:00,5114,2015,8,24,1,0,0,2,18.8
2015-08-24T02:00:00,5042,2015,8,24,2,0,0,2,18.15
2015-08-24T03:00:00,4844,2015,8,24,3,0,0,2,17.43
2015-08-24T04:00:00,5097,2015,8,24,4,0,0,1,17.18
2015-08-24T05:00:00,5691,2015,8,24,5,0,0,1,17.02
2015-08-24T06:00:00,6563,2015,8,24,6,0,0,1,16.78
2015-08-24T07:00:00,7133,2015,8,24,7,0,0,1,16.6
2015-08-24T08:00:00,7356,2015,8,24,8,0,0,1,16.31
2015-08-24T09:00:00,7572,2015,8,24,9,0,0,1,15.87
2015-08-24T10:00:00,7779,2015,8,24,10,0,0,1,15.64
2015-08-24T11:00:00,7216,2015,8,24,11,0,0,2,15.48
2015-08-24T12:00:00,7264,2015,8,24,12,0,0,1,15.52
2015-08-24T13:00:00,7248,2015,8,24,13,0,0,2,15.46
2015-08-24T14:00:00,7264,2015,8,24,14,0,0,1,15.98
2015-08-24T15:00:00,7164,2015,8,24,15,0,0,2,16.46
2015-08-24T16:00:00,6994,2015,8,24,16,0,0,2,17.51
2015-08-24T17:00:00,6968,2015,8,24,17,0,0,2,18.53
2015-08-24T18:00:00,6684,2015,8,24,18,0,0,2,19.52
2015-08-24T19:00:00,6609,2015,8,24,19,0,0,2,20.61
2015-08-24T20:00:00,6534,2015,8,24,20,0,0,2,21.87
2015-08-24T21:00:00,6259,2015,8,24,21,0,0,2,21.88
2015-08-24T22:00:00,6201,2015,8,24,22,0,0,2,20.63
2015-08-24T23:00:00,5943,2015,8,24,23,0,0,2,18.62
2015-08-25T00:00:00,5791,2015,8,25,0,1,0,2,16.46
2015-08-25T01:00:00,5634,2015,8,25,1,1,0,2,15.53
2015-08-25T02:00:00,5523,2015,8,25,2,1,0,2,14.77
2015-08-25T03:00:00,5282,2015,8,25,3,1,0,2,14.64
2015-08-25T04:00:00,5681,2015,8,25,4,1,0,1,14.61
2015-08-25T05:00:00,6531,2015,8,25,5,1,0,1,14.47
2015-08-25T06:00:00,6921,2015,8,25,6,1,0,1,14.58
2015-08-25T07:00:00,7220,2015,8,25,7,1,0,1,14.53
2015-08-25T08:00:00,7351,2015,8,25,8,1,0,1,14.72
2015-08-25T09:00:00,7506,2015,8,25,9,1,0,1,14.49
2015-08-25T10:00:00,7722,2015,8,25,10,1,0,1,14.37
2015-08-25T11:00:00,7170,2015,8,25,11,1,0,2,14.15
2015-08-25T12:00:00,7169,2015,8,25,12,1,0,2,13.77
2015-08-25T13:00:00,7115,2015,8,25,13,1,0,2,13.39
2015-08-25T14:00:00,7063,2015,8,25,14,1,0,2,13.66
2015-08-25T15:00:00,6943,2015,8,25,15,1,0,2,14.51
2015-08-25T16:00:00,6731,2015,8,25,16,1,0,2,15.57
2015-08-25T17:00:00,6676,2015,8,25,17,1,0,2,16.43
2015-08-25T18:00:00,6426,2015,8,25,18,1,0,2,17.54
2015-08-25T19:00:00,6436,2015,8,25,19,1,0,1,18.59
2015-08-25T20:00:00,6510,2015,8,25,20,1,0,1,19.23
2015-08-25T21:00:00,6154,2015,8,25,21,1,0,2,20.11
2015-08-25T22:00:00,5820,2015,8,25,22,1,0,2,20.51
2015-08-25T23:00:00,5817,2015,8,25,23,1,0,2,20.82
2015-08-26T00:00:00,5711,2015,8,26,0,2,0,2,20.79
2015-08-26T01:00:00,5563,2015,8,26,1,2,0,2,20.21
2015-08-26T02:00:00,5462,2015,8,26,2,2,0,2,18.53
2015-08-26T03:00:00,5245,2015,8,26,3,2,0,2,16.35
2015-08-26T04:00:00,5512,2015,8,26,4,2,0,1,15.18
2015-08-26T05:00:00,6084,2015,8,26,5,2,0,1,14.4
2015-08-26T06:00:00,6709,2015,8,26,6,2,0,1,13.75
2015-08-26T07:00:00,7102,2015,8,26,7,2,0,1,13.05
2015-08-26T08:00:00,6989,2015,8,26,8,2,0,2,12.38
2015-08-26T09:00:00,7170,2015,8,26,9,2,0,1,12.04
2015-08-26T10:00:00,7380,2015,8,26,10,2,0,1,11.59
2015-08-26T11:00:00,6972,2015,8,26,11,2,0,2,11.19
2015-08-26T12:00:00,7017,2015,8,26,12,2,0,1,10.82
2015-08-26T13:00:00,6958,2015,8,26,13,2,0,2,10.49
2015-08-26T14:00:00,6958,2015,8,26,14,2,0,3,11.52
2015-08-26T15:00:00,6837,2015,8,26,15,2,0,2,14.25
2015-08-26T16:00:00,6599,2015,8,26,16,2,0,2,16.81
2015-08-26T17:00:00,6567,2015,8,26,17,2,0,2,18.91
2015-08-26T18:00:00,6376,2015,8,26,18,2,0,2,20.83
2015-08-26T19:00:00,6399,2015,8,26,19,2,0,1,22.13
2015-08-26T20:00:00,6404,2015,8,26,20,2,0,1,23.5
2015-08-26T21:00:00,6103,2015,8,26,21,2,0,2,24.52
2015-08-26T22:00:00,5805,2015,8,26,22,2,0,2,25.27
2015-08-26T23:00:00,5842,2015,8,26,23,2,0,1,25.66
2015-08-27T00:00:00,5746,2015,8,27,0,3,0,2,25.53
2015-08-27T01:00:00,5544,2015,8,27,1,3,0,2,25.16
2015-08-27T02:00:00,5427,2015,8,27,2,3,0,2,22.44
2015-08-27T03:00:00,5181,2015,8,27,3,3,0,2,19.81
2015-08-27T04:00:00,5391,2015,8,27,4,3,0,1,18.61
2015-08-27T05:00:00,6260,2015,8,27,5,3,0,1,17.45
2015-08-27T06:00:00,6750,2015,8,27,6,3,0,1,16.75
2015-08-27T07:00:00,7114,2015,8,27,7,3,0,1,16.1
2015-08-27T08:00:00,7159,2015,8,27,8,3,0,1,15.66
2015-08-27T09:00:00,7390,2015,8,27,9,3,0,1,15.38
2015-08-27T10:00:00,7635,2015,8,27,10,3,0,1,15.11
2015-08-27T11:00:00,7178,2015,8,27,11,3,0,2,14.66
2015-08-27T12:00:00,7246,2015,8,27,12,3,0,1,14.55
2015-08-27T13:00:00,7224,2015,8,27,13,3,0,2,14.38
2015-08-27T14:00:00,7164,2015,8,27,14,3,0,2,15.3
2015-08-27T15:00:00,7002,2015,8,27,15,3,0,2,17.95
2015-08-27T16:00:00,6826,2015,8,27,16,3,0,2,20.64
2015-08-27T17:00:00,6798,2015,8,27,17,3,0,2,22.54
2015-08-27T18:00:00,6576,2015,8,27,18,3,0,2,24.53
2015-08-27T19:00:00,6629,2015,8,27,19,3,0,1,26.07
2015-08-27T20:00:00,6536,2015,8,27,20,3,0,2,27.0
2015-08-27T21:00:00,6250,2015,8,27,21,3,0,2,27.99
2015-08-27T22:00:00,5851,2015,8,27,22,3,0,2,27.66
2015-08-27T23:00:00,4560,2015,8,27,23,3,0,2,27.56
2015-08-28T00:00:00,4418,2015,8,28,0,4,0,2,27.99
2015-08-28T01:00:00,4241,2015,8,28,1,4,0,2,26.89
2015-08-28T02:00:00,4124,2015,8,28,2,4,0,2,24.36
2015-08-28T03:00:00,3822,2015,8,28,3,4,0,2,21.98
2015-08-28T04:00:00,4028,2015,8,28,4,4,0,1,21.12
2015-08-28T05:00:00,4701,2015,8,28,5,4,0,1,20.18
2015-08-28T06:00:00,5319,2015,8,28,6,4,0,1,20.05
